,WOB Verzoek,Onderwerp,Datum van binnenkomst,Datum van antwoord,"Aantal dagen 
in behandeling","Binnen de 
termijn afgehandeld",Omvang document (aantal pagina's),Volledig verstrekte documenten,Deels verstrekte documenten,Niet verstrekte documenten,"Aantal overwogen 
documenten","Aantal dagen nodig 
gehad per document",Soort aanvraag,Bijzonderheden,URL,Ministerie
193,198,Pulsvisserij,2019-06-13,2020-12-24,560,Nee,168.0,,2 overzichten,,2.0,280.0,Verzoek om informatie over pulsvisserij,Betreft een eerste deelbesluit,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/12/24/deelbesluit-op-wob-verzoek-over-pulsvisserij,LNV
194,116,Welzijn van dieren bij een veehouderijbedrijf,2019-10-21,2021-04-09,536,Nee,173.0,,"6 meldingen
13 rapporten
1 verklaring",3 rapporten,23.0,23.304347826086957,"Verzoek om informatie over alle rapporten, meldingen, brieven en beschikkingen over het welzijn van dieren bij een veehouderijbedrijf",,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/04/09/besluit-op-wob-verzoek-over-over-het-welzijn-van-dieren-bij-een-veehouderijbedrijf,LNV
195,153,Stelsel van fosfaatrechten,2018-12-03,2021-02-26,816,Nee,178.0,,,,177.0,4.610169491525424,"Verzoek om informatie over de uitvoering van het stelsel van fosfaatrechten, uit de periode 1 juli 2018 tot en met 3 december 2018",,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/02/26/besluit-op-wob-verzoek-over-het-stelsel-van-fosfaatrechten,LNV
196,18,Freezer-trawlers,2021-04-23,2021-10-01,161,Nee,181.0,"2 voorschriften
1 schema
1 overzicht
4 rapporten",,,8.0,20.125,Verzoek om informatie over documenten van de NVWA met werkvoorschriften bij inspectie van de aanlanding van freezer-trawlers,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/10/01/besluit-op-wob-verzoek-over-freezer-trawlers,LNV
197,216,RBV2000 regeling,2020-02-19,2020-12-01,286,Nee,210.0,,1 lijst,,1.0,286.0,Verzoek om informatie over de Regeling Beëindiging Veehouderijtakken (RBV) 2000,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/12/01/besluit-op-wob-verzoek-over-de-rbv2000-regeling,LNV
198,58,Totstandkoming rapport Rathenau Instituut over ammoniakdossier,2021-04-08,2021-07-13,96,Nee,211.0,2 rapporten,"23 mail(wisselingen)
1 voorbereiding
1 offerteaanvraag
1 offerte
2 brieven
1 rapport
1 nota",,32.0,3.0,Verzoek om informatie over de totstandkoming van het rapport 'Het ammoniakdossier: op weg naar herstel van een geschonden relatie',,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/13/besluit-wob-verzoek-totstandkoming-rapport-rathenau-instituut-over-ammoniakdossier,LNV
199,91,Traceslijsten import van honden naar Nederland,2021-04-13,2021-05-31,48,Ja,220.0,2 lijsten,,,2.0,24.0,Verzoek om informatie over traceslijsten van de import van honden naar Nederland van 1 januari 2019 tot en met 31 maart 2021,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/05/31/besluit-op-wob-verzoek-over-traceslijsten-import-van-honden-naar-nederland,LNV
200,56,PAS-melding Lelystad Airport,2021-04-07,2021-07-16,100,Nee,220.0,,,,108.0,0.9259259259259259,Verzoek om informatie over de PAS-melding Lelystad Airport en de mogelijke legalisering van deze melding in de periode 1 november 2019 tot 7 april 2021,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/16/besluit-op-wob-verzoek-over-pas-melding-lelystad-airport,LNV
201,205,Bedrijf De Schapen van Paramoudra,2020-09-03,2020-12-09,97,Nee,222.0,1 overzicht,"5 opgaven
7 beslissingen
3 teruggaven
1 brief
2 aanvullende gegevens",,19.0,5.105263157894737,"Verzoek om informatie over geregistreerde percelen, diertelgegevens, subsidies en mestadministratie van het bedrijf De Schapen van Paramoudra",,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/12/09/besluit-op-wob-verzoek-over-het-bedrijf-de-schapen-van-paramoudra,LNV
202,24,Onder verscherpt toezicht stellen intermediaire onderneming,2021-01-22,2021-09-23,244,Nee,223.0,,"1 redenering
12 rapporten
1 aanpak fraude",,14.0,17.428571428571427,Verzoek om documenten over het onder verscherpt toezicht stellen van een intermediaire onderneming,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/09/23/besluit-wob-verzoek-onder-verscherpt-toezicht-stellen-intermediaire-onderneming,LNV
203,226,Auditrapporten AKI’s,2020-05-13,2020-11-18,189,Nee,246.0,,12 rapporten,,12.0,15.75,Verzoek om auditrapporten van een aantal aangewezen keuringsinstellingen (AKI’s),,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/11/18/besluit-wob-verzoek-auditrapporten-aki-s,LNV
204,63,Rapport Scenariostudie Kalverketen,2021-03-15,2021-07-08,115,Nee,262.0,"3 introducties
2 scenario's
1 reactie
2 terugkoppelingen","1 verslag
2 rapporten
1 offerteaanvraag
26 mail(wisselingen)
2 scenario's
1 referenties scenario
2 nota's
2 agenda's
1 voorbereiding
1 uitkomsten","Niet verstrekt want reeds openbaar:
2 brieven
1 rapport
1 visie
1 scenario

Niet verstrekt op grond van WOB:
1 scenario",60.0,1.9166666666666667,Verzoek om informatie over het rapport Scenariostudie Kalverketen,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/08/besluit-op-wob-verzoek-over-het-rapport-scenariostudie-kalverketen,LNV
205,120,Olifant Buba gehouden door circusfamilie Freiwald,2020-12-11,2021-04-08,118,Nee,322.0,"1 voorstel
1 vragenlijst
1 verslag","4 nota's
56 mail(wisselingen)
12 brieven
1 aanvraag
1 vragenlijst","Niet verstrekt want reeds openbaar:
2 brieven
1 rapport

Niet verstrekt op grond van WOB:
1 factsheet
1 mail(wisseling)",82.0,1.4390243902439024,Verzoek om informatie over over de olifant Buba die gehouden wordt door de circusfamilie Freiwald,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/04/08/besluit-op-wob-verzoek-over-olifant-buba-gehouden-door-circusfamilie-freiwald,LNV
206,174,Ontheffing fosfaatrechten uit de Meststoffenwet,2019-05-28,2021-02-01,615,Nee,327.0,"2 notities
1 artikel
1 verslag
1 wetsvoorstel
1 brief","18 nota's
1 notitie
19 brieven
17 mail(wisselingen)
1 verzoek
2 memo's
1 verslag
1 rapport","Niet verstrekt want reeds openbaar:
3 brieven

Niet verstrekt op grond van WOB:
1 mail(wisseling)",62.0,9.919354838709678,Verzoek om informatie over ontheffing fosfaatrechten uit de Meststoffenwet,Betreft een tweede deelbesluit,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/02/01/deelbesluit-2-op-wob-verzoek-over-ontheffing-fosfaatrechten-uit-de-meststoffenwet,LNV
207,135,Hedwigepolder,2018-07-25,2021-03-18,967,Nee,335.0,,"15 nota's
7 brieven
4 fax berichten
6 mail(wisselingen)
2 notities
1 verslag","Niet verstrekt want reeds openbaar:
1 ontwikkelingsschets",36.0,26.86111111111111,Verzoek om correspondentie en gemaakte afspraken tussen de Belgische Staat en/of het Vlaams Gewest en de Nederlandse Staat over de Hedwigepolder,Betreft beslissing op bezwaar,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/18/beslissing-op-bezwaar-tegen-wob-besluit-over-hedwigepolder,LNV
208,67,"2 rapporten ‘Activiteitenplan ten behoeve van ontheffingsaanvraag 
Flora- en faunawet’ en bijbehorende bijlagen met betrekking tot het 
project ‘SAA A1/A6 Diemen-Almere Havendreef’",2021-05-04,2021-07-01,58,Nee,350.0,6 plannen,11 plannen,"Niet verstrekt want reeds openbaar:
1 plan

Niet verstrekt op grond van WOB:
1 plan",19.0,3.0526315789473686,Verzoek om informatie over 2 ontheffingen ten behoeve van de realisatie van het project ‘SAA A1/A6 Diemen-Almere Havendreef’,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/01/besluit-op-wob-verzoek-over-twee-rapporten-activiteitenplan-ten-behoeve-van-ontheffingsaanvraag-flora--en-faunawet-en-bijbehorende-bijlagen-met-betrekking-tot-het-project-saa-a1-a6-diemen-almere-havendreef,LNV
209,7,Identificatie en registratie van honden,2021-03-05,2021-10-21,230,Nee,366.0,"1 notitie
1 onderzoeksvoorstel
1 inventarisatie","10 memo's
45 mail(wisselingen)
1 offerteaanvraag
4 offertes
4 verslagen
3 nota's
1 voorstel
1 overleg
1 regeling","Niet verstrekt want reeds openbaar:
1 reactie
3 brieven
1 motie
1 concept wet",94.0,2.4468085106382977,Verzoek om informatie over documenten en de financiële stukken over identificatie en registratie van honden over de periode 1 januari 2015 tot en met 4 maart 2021,Betreft een eerste deelbesluit,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/10/21/deelbesluit-1-op-wob-verzoek-over-identificatie-en-registratie-van-honden,LNV
210,119,"Onderzoek naar gebruik Dutrirock Bedding Powder door 
pluimveehouderijen",2019-08-27,2021-04-08,590,Nee,402.0,,,,148.0,3.9864864864864864,Verzoek om informatie over het onderzoek naar het gebruik van Dutrirock Bedding Powder door pluimveehouderijen,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/04/08/besluit-wob-verzoek-onderzoek-naar-gebruik-dutrirock-bedding-powder,LNV
211,64,Gecombineerde opgaven (landbouwtellingen) percelen te Lieshout,2021-03-15,2021-07-07,114,Nee,436.0,,"16 formulieren
16 overzichten",,32.0,3.5625,"Verzoek om informatie over gebruikersgegevens (gecombineerde opgaven, landbouwtellingen) van specifieke percelen van een bedrijf gevestigd in Lieshout",,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/07/besluit-op-wob-verzoek-gecombineerde-opgaven-landbouwtellingen-percelen-te-lieshout,LNV
212,202,Gesubsidieerde sanering van varkenshouderijen,2020-06-29,2020-12-15,169,Nee,451.0,,,,349.0,0.48424068767908307,Verzoek om informatie over de gesubsidieerde sanering van varkenshouderijen in de periode van 1 januari 2015 tot 26 juni 2020,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/12/15/besluit-op-wob-verzoek-over-gesubsidieerde-sanering-van-varkenshouderijen,LNV
213,57,Rapportages monitoring diergezondheid 2020,2021-05-03,2021-07-15,73,Nee,459.0,4 rapporten,,,4.0,18.25,"Verzoek om informatie over de rapportages van de basismonitoring diergezondheid (rundvee, varkens, pluimvee en kleine herkauwers) over geheel 2020 en het eerste kwartaal van 2021",,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/15/besluit-op-wob-verzoek-over-rapportages-monitoring-diergezondheid-2020,LNV
214,85,Konikpaarden in de Oostvaardersplassen,2019-08-02,2021-06-03,671,Nee,492.0,"1 factsheet
3 voorschriften
3 certificaten
1 voorstel
1 lijst
4 video's","39 mail(wisselingen)
5 verslagen
1 checklist
1 certificaat
1 protocol
1 afbeelding
1 lijst","Niet verstrekt want reeds openbaar:
1 instructie
14 mail(wisselingen)
1 certificaat
1 aanvraag
1 lijst
1 toestemming

Niet verstrekt op grond van WOB:
4 concept voorstellen
3 concept verslagen",84.0,7.988095238095238,"Verzoek om informatie over konikpaarden in de Oostvaardersplassen, die in een vangkraal in quarantaine werden gehouden in afwachting van export",,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/06/03/besluit-op-wob-verzoek-over-konikpaarden-in-de-oostvaardersplassen,LNV
215,159,Overdracht honden,2020-08-04,2021-02-22,202,Nee,616.0,,,,160.0,1.2625,Verzoek om documenten gewisseld tussen medewerkers van de Nederlandse Voedsel- en Warenautoriteit (NVWA) onderling en tussen medewerkers van de NVWA en derden over de overdracht van honden,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/02/22/besluit-wob-verzoek-overdracht-honden,LNV
216,151,Totstandkoming maatregelenpakket stikstofproblematiek woningbouw en infrastructuurfonds en PFAS-problematiek,2019-11-26,2021-03-01,461,Nee,834.0,,,,236.0,1.9533898305084745,Verzoek om informatie over de totstandkoming van het ‘Maatregelenpakket voor de stikstofproblematiek in de woningbouw- en infrastructuurfonds en voor de PFAS-problematiek’,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/01/besluit-op-wob-verzoek-over-totstandkoming-maatregelenpakket-stikstofproblematiek-woningbouw-en-infrastructuurfonds-en-pfas-problematiek,LNV
217,181,Meldingen en handhaving over misleiding bij levensmiddelen,2020-03-10,2021-01-27,323,Nee,858.0,,,,444.0,0.7274774774774775,Verzoek om informatie over meldingen en handhaving over misleiding bij levensmiddelen,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/01/27/besluit-op-wob-verzoek-meldingen-en-handhaving-over-misleiding-bij-levensmiddelen,LNV
218,101,Toezichtresultaten vis uit het Jaarverslag NVWA 2018,2019-08-23,2021-05-20,636,Nee,885.0,,,,292.0,2.1780821917808217,Verzoek om informatie over de verantwoorde toezichtresultaten vis uit het Jaarverslag NVWA 2018,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/05/20/wob-verzoek-over-toezichtresultaten-vis-in-2018,LNV
219,12,Dioxinen vlees natuurgebieden,2020-10-25,2021-10-11,351,Nee,923.0,,,,1722.0,0.2038327526132404,Verzoek om informatie over dioxinen vlees natuurgebieden,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/10/11/besluit-op-wob-verzoek-over-dioxinen-vlees-natuurgebieden,LNV
220,108,"Totstandkoming maatregelenpakket stikstofproblematiek in 
woningbouw en infrastructuurfonds en PFAS-problematiek",2019-11-26,2021-04-29,520,Nee,952.0,,,,300.0,1.7333333333333334,Verzoek om informatie over de totstandkoming van het maatregelenpakket voor de stikstofproblematiek in de woningbouwen infrastructuurfonds en voor de PFAS-problematiek,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/04/29/besluit-op-wob-verzoek-over-totstandkoming-maatregelenpakket-stikstofproblematiek-in-woningbouw-en-infrastructuurfonds-en-pfas-problematiek,LNV
221,65,Pulsvisserijvergunningen,2018-10-04,2021-07-02,1002,Nee,967.0,"1 informatiedocumenten
2 notities
1 aantekeningen (inbreng)
4 memo's","3 notities
6 verslagen
2 memo's
1 aantekeningen (inbreng)
1 overzicht","Niet verstrekt want reeds openbaar:
1 krantenartikel

Niet verstrekt op grond van WOB:
4 notities
1 aantekeningen (inbreng)
1 woordvoeringslijn
1 verslag",29.0,34.55172413793103,"Verzoek om informatie over pulsvisserij, specifiek over documenten die betrekking hebben op het verkrijgen van extra pulsvisvergunningen (dus boven op de eerste afgesproken 5 procent) voor Nederlandse vissers, in de periode 1 januari 2009 tot heden",Betreft een vierde deelbesluit,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/02/deelbesluit-4-wob-verzoek-over-pulsvisserijvergunningen,LNV
222,98,Inspecties kalveren,2019-06-18,2021-05-27,709,Nee,1118.0,,,,513.0,1.3820662768031189,Verzoek om informatie over dierenwelzijnsinspecties bij Nederlandse stallen met vleeskalveren,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/05/27/besluit-op-wob-verzoeken-over-inspecties-kalveren,LNV
223,84,Vergunningverlening aan NAM rond Ameland,2020-12-17,2021-06-04,169,Nee,1281.0,,,,253.0,0.6679841897233202,Verzoek om informatie over vergunningverlening aan de Nederlandse Aardolie Maatschappij B.V. (NAM)/ Shell en/of Antea Group wegens het kabeltracé rond Ameland,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/06/04/besluit-op-wob-verzoek-over-vergunningverlening-aan-nam-rond-ameland,LNV
224,128,Handelstromen Israël,2020-02-14,2021-03-29,409,Nee,2051.0,1 overzicht,,,1.0,409.0,"Verzoek om informatie over handelstromen van groenten, fruit, kruiden, bloemen en wijn vanuit Israël en de door Israël bezette/geannexeerde gebieden naar en via Nederland","Besluit bestaat uit een overzicht van meer dan 2000 
pagina's",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/29/besluit-op-wob-verzoek-over-handelstromen-israel,LNV
225,130,Fosfaatrechten en aantallen runderen in Nederland,2019-04-26,2021-03-24,698,Nee,3300.0,,2 overzichten,,2.0,349.0,Verzoek om informatie over fosfaatrechten en aantallen runderen in Nederland,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/24/besluit-wob-verzoek-fosfaatrechten-en-aantallen-runderen-in-nederland,LNV
226,20,Omgevingsvergunning Maastricht-Aachen Airport,2021-08-16,2021-10-01,46,Ja,3556.0,"6 brieven
8 bijlagen",,,14.0,3.2857142857142856,Verzoek om informatie over milieu-informatie omgevingsvergunning Maastricht-Aachen Airport,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/10/01/besluit-op-wob-verzoek-over-omgevingsvergunning-maastricht-aachen-airport,LNV
0,17,Maatregelen stikstof- en PFAS-problematiek,2019-12-18,2021-03-30,468,Nee,3.0,,,,0.0,,Verzoek om informatie over maatregelen stikstof- en PFAS-problematiek,Verzoek afgewezen op grond van WOB art. 10 en 11,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/30/besluit-op-wob-verzoek-over-maatregelen-stikstof--en-pfas-problematiek,AZ
1,25,Coronamaatregelen,2020-03-26,2020-12-02,251,Nee,5.0,,,"Niet verstrekt op grond van WOB:
1 annotatie
1 mail(wisseling)
1 sms-berichten",3.0,83.66666666666667,Verzoek om informatie over weken in aanloop naar de coronamaatregelen van 24 maart,Geen documenten openbaargemaakt,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/12/02/besluit-op-wob-verzoek-over-coronamaatregelen,AZ
2,29,Maatregelen Corona,2020-03-26,2020-10-07,195,Nee,5.0,,,"Niet verstrekt op grond van WOB:
1 notulen",1.0,195.0,Verzoek om informatie over de verslagen van de ministerraad en de ministeriele commissie COVID-19 in aanloop naar de Corona-maatregelen van 24 maart 2020,Bertreft een deelbesluit,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/10/07/besluit-op-wob-verzoek-over-maatregelen-corona,AZ
3,2,Ministerraad over kinderopvangtoeslag,2021-04-07,2021-10-15,191,Nee,6.0,,,,0.0,,Verzoek om informatie over de kinderopvangtoeslagaffaire uit de notulen van een aantal ministerraden,"Betreft beslissing op bezwaar

Bezwaar ongegrond verklaard met als opgaaf van reden WOB art. 10 en 11",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/10/15/beslissing-op-bezwaar-wob-verzoek-notulen-ministerraad-over-kinderopvangtoeslag,AZ
4,7,Ministerraad over kinderopvangtoeslag,2021-04-09,2021-08-30,143,Nee,7.0,,,,0.0,,Verzoek om informatie over de kinderopvangtoeslagaffaire uit de notulen van een aantal ministerraden,"Betreft beslissing op bezwaar

Bezwaar ongegrond verklaard met als opgaaf van reden WOB art. 10 en 11",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/08/30/beslissing-op-bezwaar-wob-verzoek-notulen-ministerraad,AZ
5,14,Kabinetsreactie op rapport Ongekend onrecht,2021-01-19,2021-06-07,139,Nee,15.0,2 Q&A's,,"Niet verstrekt want reeds openbaar:
1 kabinetsreactie
1 statement MP

Niet verstrekt op grond van WOB:
4 (concept) persberichten",8.0,17.375,Verzoek om informatie over de kabinetsreactie op rapport 'Ongekend onrecht',,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/06/07/besluit-op-wob-verzoek-over-kabinetsreactie-op-rapport-ongekend-onrecht,AZ
6,5,Fraudezaak Pels Rijcken,2021-05-18,2021-09-16,121,Nee,3.0,,1 mail(wisseling),,1.0,121.0,Verzoek om informatie over de fraudezaak bij landsadvocaat Pels Rijcken,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/09/16/besluit-az-wob-verzoek-fraudezaak-pels-rijcken,AZ
7,10,Aanvraagwietteelt.nl,2021-03-10,2021-07-08,120,Nee,2.0,,,,0.0,,Verzoek om informatie over de website aanvraagwietteelt.nl,"Verzoek wordt als buiten reikwijdte van de WOB 
beoordeeld, omdat de gevraagde informatie reeds openbaar is",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/08/besluit-az-op-wob-verzoek-over-aanvraagwietteelt-nl,AZ
8,8,WK voetbal 2022,2021-05-07,2021-08-27,112,Nee,4.0,,,,0.0,,Verzoek om documenten over het wereldkampioenschap voetbal in Qatar in 2022,"Betreft beslissing op bezwaar

Bezwaar ongegrond verklaard op de grond dat er geen relevante documenten zijn aangetroffen bij het ministerie",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/08/27/beslissing-az-op-bezwaar-wob-verzoek-wk-voetbal-2022,AZ
9,15,Logboeken besprekingen WEF,2021-02-08,2021-05-28,109,Nee,13.0,,1 overzicht,,1.0,109.0,Verzoek om informatie over logboeken van vergaderingen/besprekingen met het World Economic Forum (WEF),Bij de deelnames zijn voor elk jaar spreekpunten bijgevoegd,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/05/28/besluit-op-wob-verzoek-over-logboeken-besprekingen-wef,AZ
10,12,Verbreding A-27,2021-03-24,2021-07-01,99,Nee,2.0,,,,0.0,,Verzoek om informatie over de verbreding van de A27,"Betreft beslissing op bezwaar

Bezwaar ongegrond verklaard op de grond dat er geen relevante documenten zijn aangetroffen bij het ministerie",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/01/beslissing-op-bezwaar-tegen-wob-besluit-over-verbreding-a27,AZ
11,13,II KLM steunmaatregelenpakket,2021-04-07,2021-07-01,85,Nee,6.0,,,,0.0,,Verzoek om informatie over II KLM steunmaatregelenpakket,"Betreft beslissing op bezwaar

Bezwaar ongegrond verklaard met als opgaaf van reden WOB art. 10 en 11",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/01/besluit-op-wob-verzoek-over-ii-klm-steunmaatregelenpakket,AZ
12,24,Opdrachten campagnebureau BKB,2020-11-19,2021-02-10,83,Nee,143.0,,"2 overzichten
1 leidraad
5 brieven
1 informatiedocument
1 offerteaanvraag
1 overeenkomst",,11.0,7.545454545454546,Verzoek om informatie over campagnebureau BKB,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/02/10/besluit-wob-verzoek-opdrachten-campagnebureau-bkb-az,AZ
13,20,Bespreking van Wob en artikel 68 Grondwet in Secretarissen-Generaal Overleg,2020-12-24,2021-03-12,78,Nee,6.0,,1 overzicht,,1.0,78.0,Verzoek om informatie bespreking van de Wob en artikel 68 van de Grondwet in het Secretarissen-Generaal Overleg (SGO),De gevraagde informatie betreffende verslagen van overleggen is in een enkel overzicht gezet,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/12/besluit-op-wob-verzoek-over-bespreking-van-wob-en-artikel-68-grondwet-in-secretarissen-generaal-overleg,AZ
14,1,Woordvoerdersoverleg,2021-08-13,2021-10-27,75,Nee,159.0,,4 verslagen(lijsten),,4.0,18.75,"Verzoek om openbaarmaking van documenten van de voorlichtingsraad (VoRa), de Commissie Rijksoverheidscommunicatie (CRC) en het woordvoerdersoverleg (wvo)",De openbaargemaakte verslagen zijn in lijsten per jaar samengebundeld,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/10/27/besluit-op-wob-verzoek-over-het-woordvoerdersoverleg,AZ
15,9,Nederlandse pensioenstelsel,2021-05-03,2021-07-15,73,Nee,5.0,,,"Niet verstrekt op grond van WOB:
notulen
besluitenlijsten
agenda's",3.0,24.333333333333332,Verzoek om informatie afkomstig uit de ministerraad over de huidige Pensioenwet en het wetsvoorstel Toekomst pensioenen,Documenten niet openbaargemaakt op grond van WOB art. 10 en 11,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/15/besluit-op-wob-verzoek-over-nederlandse-pensioenstelsel,AZ
16,11,Dwangsommen Wob AZ,2021-04-23,2021-07-01,69,Nee,3.0,,1 overzicht,,1.0,69.0,Verzoek om informatie over de door het ministerie van Algemene Zaken (AZ) verbeurde en betaalde dwangsommen na het niet tijdig beslissen op een Wob-verzoek,De gevraagde informatie is in de besluitbrief gezet en niet als afzonderlijk document,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/01/besluit-wob-verzoek-dwangsommen-wob-az,AZ
17,3,Benoeming personen in een demissionair kabinet,2021-08-12,2021-10-14,63,Nee,13.0,,1 whatsapp chat,,1.0,63.0,Verzoek om informatie over de benoeming van personen in het demissionair kabinet,2 whatsapp gesprekken zijn samengevoegd in 1 document,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/10/14/besluit-op-wob-verzoek-over-benoeming-personen-in-een-demissionair-kabinet,AZ
18,6,Geldigheid frankeren met guldenpostzegel,2021-06-24,2021-08-25,62,Nee,2.0,,,,0.0,,Verzoek om informatie over het voornemen om guldenpostzegels niet meer frankeergeldig te laten zijn,"Verzoek afgewezen op de grond dat er geen relevante documenten zijn aangetroffen bij het ministerie

De datum van antwoord in het besluit komt niet overeen met de datum op de website",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/08/31/besluit-op-wob-verzoek-over-geldigheid-frankeren-met-guldenpostzegel,AZ
19,19,Kinderopvangtoeslagaffaire,2021-01-21,2021-03-17,55,Ja,2.0,,,,0.0,,Verzoek om informatie over documenten van de kinderopvangtoeslagaffaire,Verzoek afgewezen op de grond dat er geen relevante documenten zijn aangetroffen bij het ministerie,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/17/besluit-op-wob-verzoek-over-documenten-kinderopvangtoeslag,AZ
20,16,WK-voetbal in Qatar,2021-02-08,2021-03-30,50,Ja,2.0,,,,0.0,,Verzoek om informatie over het wereldkampioenschap voetbal in Qatar in 2022,Verzoek afgewezen op de grond dat er geen relevante documenten zijn aangetroffen bij het ministerie,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/30/besluit-op-wob-verzoek-over-wk-voetbal-in-qatar,AZ
21,4,Brief aan voorzitter Europees Parlement,2021-08-09,2021-09-28,50,Ja,64.0,1 schermafbeelding registratiescherm,1 brief,,2.0,25.0,Verzoek om informatie over een brief aan de voorzitter van het Europees Parlement,De bijgevoegde brief bevat een kopie van een brief aan een ander adres,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/09/28/besluit-op-wob-verzoek-over-afschrift-van-brief-aan-voorzitter-europees-parlement,AZ
22,26,Visserijbeleid Faeröer Eilanden,2020-10-09,2020-11-23,45,Ja,2.0,,,"Niet verstrekt op grond van WOB:
1 spreekpunten verslag",1.0,45.0,Verzoek om informatie over visserijbeleid Faeröer Eilanden,Verdere aangetroffen documenten zijn reeds openbaargemaakt door andere ministeries,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/11/23/besluit-op-wob-verzoek-over-visserijbeleid-faeroer-eilanden,AZ
23,21,Ministerraad kinderopvangtoeslagaffaire,2021-01-26,2021-03-03,36,Ja,4.0,,,,0.0,,Verzoek om informatie uit de notulen van de ministerraad over de kinderopvangtoeslagaffaire,Verzoek afgewezen op grond van WOB art. 10 en 11,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/03/besluit-wob-verzoek-notulen-ministerraad-kinderopvangtoeslagaffaire,AZ
24,23,Tickets vakantie Griekenland,2021-01-20,2021-02-23,34,Ja,1.0,,,,0.0,,"Verzoek om informatie over documenten waarop de berichtgeving gebaseerd is dat de prinsessen Amalia en Alexia niet tegelijk met hun ouders, het koninklijk echtpaar, konden meevliegen vanuit Griekenland naar Nederland in oktober 2020",Verzoek afgewezen op grond van WOB art. 10 en 11,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/02/23/besluit-op-wob-verzoek-over-tickets-vakantie-griekenland,AZ
25,22,Ministerraad over kinderopvangtoeslag,2021-01-28,2021-03-02,33,Ja,6.0,,,,0.0,,Verzoek om informatie over vier vergaderingen van de ministerraad over de toeslagenaffaire,Verzoek afgewezen op grond van WOB art. 10 en 11,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/02/besluit-op-wob-verzoek-over-notulen-ministerraad-over-kinderopvangtoeslag,AZ
